researcher_name,group_name
Rita Cucchiara,Artificial Intelligence
Rita Cucchiara,Computer Vision
Rita Cucchiara,Human-Computer Interaction
Rita Cucchiara,Machine Learning
Rita Cucchiara,Robotics
Rob van der Goot,Natural Language Processing
Robert Bredereck,Artificial Intelligence
Robert Bredereck,Machine Learning
Robert E. Mahony,Computer Vision
Robert E. Mahony,Robotics
Robert West 0001,Artificial Intelligence
Robert West 0001,Databases
Robert West 0001,Machine Learning
Robert West 0001,Natural Language Processing
Robert West 0001,The Web & Information Retrieval
Roberto Calandra,Computer Vision
Roberto Calandra,Machine Learning
Roberto Calandra,Robotics
Roberto Martin Martin,Computer Vision
Roberto Martin Martin,Machine Learning
Roberto Martin Martin,Robotics
Roberto Navigli,Artificial Intelligence
Roberto Navigli,Natural Language Processing
Roberto Navigli,The Web & Information Retrieval
Robin Jia,Machine Learning
Robin Jia,Natural Language Processing
Robin R. Murphy,Robotics
Robin Walters 0001,Machine Learning
Robin Walters 0001,Robotics
Robin Welsch,Human-Computer Interaction
Roderick Murray-Smith,Human-Computer Interaction
Roderick Murray-Smith,Machine Learning
Rodrygo L. T. Santos,Natural Language Processing
Rodrygo L. T. Santos,The Web & Information Retrieval
Roger B. Grosse,Artificial Intelligence
Roger B. Grosse,Machine Learning
Roger Zimmermann,Artificial Intelligence
Roger Zimmermann,Computer Vision
Roger Zimmermann,Data Mining
Roger Zimmermann,Human-Computer Interaction
Roger Zimmermann,Machine Learning
Roger Zimmermann,Natural Language Processing
Roger Zimmermann,The Web & Information Retrieval
Rohan Paul,Artificial Intelligence
Rohan Paul,Robotics
Rohit Babbar,Data Mining
Rohit Babbar,Machine Learning
Rohit Babbar,The Web & Information Retrieval
Rohit Vaish,Artificial Intelligence
Rohit Vaish,The Web & Information Retrieval
Roi Livni,Machine Learning
Roi Reichart,Machine Learning
Roi Reichart,Natural Language Processing
Roland Kwitt,Computer Vision
Roland Kwitt,Machine Learning
Roman Klinger,Natural Language Processing
Ron Kimmel,Computer Graphics
Ron Kimmel,Computer Vision
Ron Kimmel,Machine Learning
Ron Levie,Computer Vision
Ron Levie,Machine Learning
Ron Meir,Artificial Intelligence
Ron Meir,Machine Learning
Ronald Clark,Artificial Intelligence
Ronald Clark,Computer Vision
Ronald Clark,Machine Learning
Ronald Clark,Robotics
Ronald Parr,Artificial Intelligence
Ronald Parr,Machine Learning
Ronen Basri,Computer Graphics
Ronen Basri,Computer Vision
Ronen Basri,Machine Learning
Rong Ge 0001,Machine Learning
Rong Ge 0001,Natural Language Processing
Ronghua Li,Artificial Intelligence
Ronghua Li,Data Mining
Ronghua Li,Databases
Ronghua Li,Machine Learning
Ronghua Li,Natural Language Processing
Ronghua Li,The Web & Information Retrieval
Rongrong Ji,Artificial Intelligence
Rongrong Ji,Computer Graphics
Rongrong Ji,Computer Vision
Rongrong Ji,Data Mining
Rongrong Ji,Machine Learning
Rongrong Ji,Natural Language Processing
Rongrong Ji,Robotics
Rongye Shi,Artificial Intelligence
Rongye Shi,Machine Learning
Rongye Shi,Robotics
Rose Yu,Data Mining
Rose Yu,Machine Learning
Rose Yu,Robotics
Ross Maciejewski,Data Mining
Ross Maciejewski,Machine Learning
Ross Maciejewski,The Web & Information Retrieval
Ross Maciejewski,Visualization
Rui Ma 0011,Artificial Intelligence
Rui Ma 0011,Computer Graphics
Rui Ma 0011,Computer Vision
Rui Wang 0004,Artificial Intelligence
Rui Wang 0004,Computer Graphics
Rui Wang 0004,Computer Vision
Rui Wang 0015,Artificial Intelligence
Rui Wang 0015,Machine Learning
Rui Wang 0015,Natural Language Processing
Rui Yan 0001,Artificial Intelligence
Rui Yan 0001,Computer Vision
Rui Yan 0001,Data Mining
Rui Yan 0001,Machine Learning
Rui Yan 0001,Natural Language Processing
Rui Yan 0001,The Web & Information Retrieval
Rui Yu 0002,Computer Vision
Rui Yu 0002,Robotics
Ruihong Huang,Artificial Intelligence
Ruihong Huang,Databases
Ruihong Huang,Machine Learning
Ruihong Huang,Natural Language Processing
Ruihong Huang,The Web & Information Retrieval
Ruihua Song,Artificial Intelligence
Ruihua Song,Computer Vision
Ruihua Song,Data Mining
Ruihua Song,Machine Learning
Ruihua Song,Natural Language Processing
Ruihua Song,The Web & Information Retrieval
Ruimao Zhang,Artificial Intelligence
Ruimao Zhang,Computer Vision
Ruimao Zhang,Machine Learning
Ruimao Zhang,Robotics
Ruimin Hu,Artificial Intelligence
Ruimin Hu,Computer Vision
Ruimin Hu,Machine Learning
Ruiquan Huang,Artificial Intelligence
Ruiquan Huang,Machine Learning
Ruixiang Tang,Artificial Intelligence
Ruixiang Tang,Data Mining
Ruixiang Tang,Machine Learning
Ruixiang Tang,Natural Language Processing
Ruixiang Tang,The Web & Information Retrieval
Ruizhen Hu,Computer Graphics
Ruizhen Hu,Computer Vision
Ruizhen Hu,Robotics
Ruizhen Hu,Visualization
Runmin Cong,Artificial Intelligence
Runmin Cong,Computer Vision
Runmin Cong,Machine Learning
Ruohan Gao,Computer Vision
Ruohan Gao,Machine Learning
Ruohan Gao,Robotics
Ruohan Zhang,Artificial Intelligence
Ruohan Zhang,Computer Vision
Ruohan Zhang,Machine Learning
Ruohan Zhang,Robotics
Ruoshi Liu,Computer Vision
Ruoshi Liu,Machine Learning
Ruoshi Liu,Robotics
Ruosong Wang,Artificial Intelligence
Ruosong Wang,Machine Learning
Ruoxi Jia 0001,Artificial Intelligence
Ruoxi Jia 0001,Computer Vision
Ruoxi Jia 0001,Databases
Ruoxi Jia 0001,Machine Learning
Ruoxi Jia 0001,Natural Language Processing
Ruoyu Sun 0001,Artificial Intelligence
Ruoyu Sun 0001,Computer Vision
Ruoyu Sun 0001,Data Mining
Ruoyu Sun 0001,Machine Learning
Ruoyu Sun 0001,Natural Language Processing
Ruqi Zhang,Artificial Intelligence
Ruqi Zhang,Computer Vision
Ruqi Zhang,Machine Learning
Ruqi Zhang,Natural Language Processing
Ruqi Zhang,Robotics
Russ Tedrake,Computer Vision
Russ Tedrake,Machine Learning
Russ Tedrake,Robotics
Russell H. Taylor,Computer Vision
Russell H. Taylor,Robotics
Ruzica Piskac,Artificial Intelligence
Ruzica Piskac,Databases
Ruzica Piskac,Natural Language Processing
Ryan Cotterell,Artificial Intelligence
Ryan Cotterell,Computer Vision
Ryan Cotterell,Machine Learning
Ryan Cotterell,Natural Language Processing
Ryan Cotterell,Robotics
Ryan Cotterell,Visualization
Ryan Marcus,Databases
Ryan Marcus,Machine Learning
Rynson W. H. Lau,Artificial Intelligence
Rynson W. H. Lau,Computer Graphics
Rynson W. H. Lau,Computer Vision
Rynson W. H. Lau,Machine Learning
Rynson W. H. Lau,Natural Language Processing
Ryo Suzuki 0001,Human-Computer Interaction
Ryo Suzuki 0001,Robotics
Ryo Suzuki 0001,Software Engineering
Rüdiger Westermann,Computer Vision
Rüdiger Westermann,Machine Learning
Rüdiger Westermann,Visualization
S. Matthew Weinberg,Artificial Intelligence
S. Matthew Weinberg,Machine Learning
S. Matthew Weinberg,The Web & Information Retrieval
Sabine Süsstrunk,Computer Graphics
Sabine Süsstrunk,Computer Vision
Sabine Süsstrunk,Machine Learning
Sachin Kumar 0009,Artificial Intelligence
Sachin Kumar 0009,Machine Learning
Sachin Kumar 0009,Natural Language Processing
Sageev Oore,Human-Computer Interaction
Sageev Oore,Machine Learning
Sagie Benaim,Artificial Intelligence
Sagie Benaim,Computer Graphics
Sagie Benaim,Computer Vision
Sagie Benaim,Machine Learning
Sagnik Ray Choudhury,Natural Language Processing
Sai Praneeth Karimireddy,Machine Learning
Sai Praneeth Karimireddy,Natural Language Processing
Sai Wu,Artificial Intelligence
Sai Wu,Computer Vision
Sai Wu,Data Mining
Sai Wu,Databases
Sai Wu,Machine Learning
Sai Wu,Natural Language Processing
Sai Wu,The Web & Information Retrieval
Saining Xie,Computer Vision
Saining Xie,Machine Learning
Saining Xie,Natural Language Processing
Salman Khan 0001,Artificial Intelligence
Salman Khan 0001,Computer Vision
Salman Khan 0001,Machine Learning
Salman Khan 0001,Natural Language Processing
Salman Khan 0001,Robotics
Saman A. Zonouz,Artificial Intelligence
Saman A. Zonouz,Machine Learning
Saman A. Zonouz,Robotics
Sameer Singh 0001,Artificial Intelligence
Sameer Singh 0001,Data Mining
Sameer Singh 0001,Machine Learning
Sameer Singh 0001,Natural Language Processing
Sami Haddadin,Robotics
Samira Ebrahimi Kahou,Artificial Intelligence
Samira Ebrahimi Kahou,Computer Vision
Samira Ebrahimi Kahou,Machine Learning
Samson Zhou,Data Mining
Samson Zhou,Machine Learning
Samuel Horváth,Artificial Intelligence
Samuel Horváth,Machine Learning
Samuel Kaski,Artificial Intelligence
Samuel Kaski,Computer Vision
Samuel Kaski,Data Mining
Samuel Kaski,Machine Learning
Samuel Kaski,Robotics
Samuel Madden 0001,Artificial Intelligence
Samuel Madden 0001,Computer Vision
Samuel Madden 0001,Data Mining
Samuel Madden 0001,Databases
Samuel Madden 0001,Human-Computer Interaction
Samuel Madden 0001,Machine Learning
Sandeep Silwal,Machine Learning
Sandra Hirche,Artificial Intelligence
Sandra Hirche,Machine Learning
Sandra Hirche,Robotics
Sang Ho Yoon,Computer Vision
Sang Ho Yoon,Human-Computer Interaction
Sang Ho Yoon,Machine Learning
Sangdon Park 0001,Artificial Intelligence
Sangdon Park 0001,Computer Vision
Sangdon Park 0001,Machine Learning
Sangdon Park 0001,Natural Language Processing
Sanghack Lee,Artificial Intelligence
Sanghack Lee,Computer Vision
Sanghack Lee,Machine Learning
Sanghack Lee,The Web & Information Retrieval
Sanghyun Hong 0001,Artificial Intelligence
Sanghyun Hong 0001,Machine Learning
Sanghyun Hong 0001,Visualization
Sangmin Lee 0001,Artificial Intelligence
Sangmin Lee 0001,Computer Vision
Sanguthevar Rajasekaran,Artificial Intelligence
Sanguthevar Rajasekaran,Machine Learning
Sanguthevar Rajasekaran,Natural Language Processing
Sanjay Shakkottai,Computer Vision
Sanjay Shakkottai,Machine Learning
Sanjeev Arora,Machine Learning
Sanjeev Arora,Natural Language Processing
Sanjiban Choudhury,Artificial Intelligence
Sanjiban Choudhury,Machine Learning
Sanjiban Choudhury,Natural Language Processing
Sanjiban Choudhury,Robotics
Sanjit A. Seshia,Artificial Intelligence
Sanjit A. Seshia,Computer Vision
Sanjit A. Seshia,Machine Learning
Sanjit A. Seshia,Robotics
Sanjit A. Seshia,Software Engineering
Sanmay Das,Artificial Intelligence
Sanmay Das,Machine Learning
Sanping Zhou,Artificial Intelligence
Sanping Zhou,Computer Vision
Sanping Zhou,Machine Learning
Sanping Zhou,Robotics
Santiago Ontañón,Artificial Intelligence
Santiago Ontañón,Data Mining
Santiago Ontañón,Machine Learning
Santiago Ontañón,Natural Language Processing
Santiago Segarra,Data Mining
Santiago Segarra,Machine Learning
Santosh Kumar 0001,Human-Computer Interaction
Santosh Kumar 0001,Machine Learning
Saptarashmi Bandyopadhyay,Artificial Intelligence
Saptarashmi Bandyopadhyay,Machine Learning
Saptarashmi Bandyopadhyay,Natural Language Processing
Sara Beery,Artificial Intelligence
Sara Beery,Computer Vision
Sara Beery,Machine Learning
Sarah Adel Bargal,Artificial Intelligence
Sarah Adel Bargal,Computer Vision
Sarah Adel Bargal,Machine Learning
Sarah Dean,Data Mining
Sarah Dean,Machine Learning
Sarah Dean,Robotics
Sarah Wiegreffe,Machine Learning
Sarah Wiegreffe,Natural Language Processing
Sarita V. Adve,Robotics
Sasha Rubin,Artificial Intelligence
Sathya N. Ravi,Artificial Intelligence
Sathya N. Ravi,Computer Vision
Sathya N. Ravi,Machine Learning
Sathya N. Ravi,Natural Language Processing
Saurabh Gupta 0001,Computer Vision
Saurabh Gupta 0001,Machine Learning
Saurabh Gupta 0001,Natural Language Processing
Saurabh Gupta 0001,Robotics
Scott Niekum,Artificial Intelligence
Scott Niekum,Machine Learning
Scott Niekum,Robotics
Scott Sanner,Artificial Intelligence
Scott Sanner,Data Mining
Scott Sanner,Machine Learning
Scott Sanner,Natural Language Processing
Scott Sanner,The Web & Information Retrieval
Se Young Chun,Artificial Intelligence
Se Young Chun,Computer Vision
Se Young Chun,Machine Learning
Se Young Chun,Robotics
Se-Young Yun,Artificial Intelligence
Se-Young Yun,Computer Vision
Se-Young Yun,Machine Learning
Se-Young Yun,Natural Language Processing
Sean Follmer,Human-Computer Interaction
Sean Follmer,Robotics
Sean Follmer,Visualization
Sean Welleck,Artificial Intelligence
Sean Welleck,Machine Learning
Sean Welleck,Natural Language Processing
Sebastian Tschiatschek,Artificial Intelligence
Sebastian Tschiatschek,Machine Learning
Sebastian U. Stich,Computer Vision
Sebastian U. Stich,Machine Learning
See-Kiong Ng,Artificial Intelligence
See-Kiong Ng,Computer Vision
See-Kiong Ng,Data Mining
See-Kiong Ng,Machine Learning
See-Kiong Ng,Natural Language Processing
See-Kiong Ng,The Web & Information Retrieval
Sehoon Ha,Computer Graphics
Sehoon Ha,Computer Vision
Sehoon Ha,Machine Learning
Sehoon Ha,Robotics
Sen Chen 0001,Software Engineering
Sen Chen 0001,The Web & Information Retrieval
Sen Lin 0001,Machine Learning
Senem Velipasalar,Artificial Intelligence
Senem Velipasalar,Computer Vision
Seon Joo Kim,Artificial Intelligence
Seon Joo Kim,Computer Vision
Seon Joo Kim,Machine Learning
Ser-Nam Lim,Artificial Intelligence
Ser-Nam Lim,Computer Graphics
Ser-Nam Lim,Computer Vision
Ser-Nam Lim,Machine Learning
Ser-Nam Lim,Natural Language Processing
Serge J. Belongie,Computer Vision
Serge J. Belongie,Human-Computer Interaction
Serge J. Belongie,Machine Learning
Serge J. Belongie,Natural Language Processing
Serge J. Belongie,The Web & Information Retrieval
Sergey Levine,Computer Graphics
Sergey Levine,Computer Vision
Sergey Levine,Machine Learning
Sergey Levine,Natural Language Processing
Sergey Levine,Robotics
Seth Hutchinson 0001,Robotics
Sethu Vijayakumar,Robotics
Seung-Hwan Baek,Computer Graphics
Seung-Hwan Baek,Computer Vision
Seung-won Hwang,Artificial Intelligence
Seung-won Hwang,Databases
Seung-won Hwang,Natural Language Processing
Seunggeun Lee,Machine Learning
Seungryong Kim,Artificial Intelligence
Seungryong Kim,Computer Vision
Seungryong Kim,Machine Learning
Seungryong Kim,Robotics
Seungryul Baek,Artificial Intelligence
Seungryul Baek,Computer Vision
Sewon Min,Machine Learning
Sewon Min,Natural Language Processing
Sewoong Oh,Computer Vision
Sewoong Oh,Machine Learning
Seyeon Kim,Artificial Intelligence
Seyeon Kim,Computer Vision
Shafiq R. Joty,Artificial Intelligence
Shafiq R. Joty,Computer Vision
Shafiq R. Joty,Data Mining
Shafiq R. Joty,Databases
Shafiq R. Joty,Machine Learning
Shafiq R. Joty,Natural Language Processing
Shafiq R. Joty,Software Engineering
Shai Avidan,Artificial Intelligence
Shai Avidan,Computer Vision
Shai Shalev-Shwartz,Machine Learning
Shai Shalev-Shwartz,Natural Language Processing
Sham M. Kakade,Machine Learning
Sham M. Kakade,Natural Language Processing
Sham M. Kakade,The Web & Information Retrieval
Shan-Yuan Teng,Human-Computer Interaction
Shangfei Wang,Artificial Intelligence
Shangfei Wang,Computer Vision
Shangfei Wang,Machine Learning
Shangguang Wang,Artificial Intelligence
Shangguang Wang,Computer Vision
Shangguang Wang,Databases
Shangguang Wang,Machine Learning
Shangguang Wang,Software Engineering
Shangguang Wang,The Web & Information Retrieval
Shanghang Zhang,Artificial Intelligence
Shanghang Zhang,Computer Vision
Shanghang Zhang,Data Mining
Shanghang Zhang,Machine Learning
Shanghang Zhang,Natural Language Processing
Shanghang Zhang,Robotics
Shangke Lyu,Robotics
Shangqian Gao,Artificial Intelligence
Shangqian Gao,Computer Vision
Shangqian Gao,Data Mining
Shangqian Gao,Machine Learning
Shangqian Gao,Natural Language Processing
Shangtong Zhang,Artificial Intelligence
Shangtong Zhang,Machine Learning
Shanshan Feng 0001,Artificial Intelligence
Shanshan Feng 0001,Computer Vision
Shanshan Feng 0001,Data Mining
Shanshan Feng 0001,Databases
Shanshan Feng 0001,Machine Learning
Shanshan Feng 0001,Natural Language Processing
Shanshan Feng 0001,The Web & Information Retrieval
Shao-Yuan Lo,Computer Vision
Shao-Yuan Lo,Machine Learning
Shao-Yuan Lo,Robotics
Shaogang Gong,Artificial Intelligence
Shaogang Gong,Computer Vision
Shaogang Gong,Machine Learning
Shaogang Gong,Natural Language Processing
Shaoping Ma,Artificial Intelligence
Shaoping Ma,Data Mining
Shaoping Ma,Human-Computer Interaction
Shaoping Ma,Natural Language Processing
Shaoping Ma,The Web & Information Retrieval
Shaoxu Song,Data Mining
Shaoxu Song,Databases
Sharan Vaswani,Machine Learning
Shay B. Cohen,Artificial Intelligence
Shay B. Cohen,Machine Learning
Shay B. Cohen,Natural Language Processing
Shay B. Cohen,The Web & Information Retrieval
Shay Moran,Machine Learning
Shazia Sadiq,Data Mining
Shazia Sadiq,Machine Learning
Shazia Sadiq,The Web & Information Retrieval
Sheng Wang 0012,Artificial Intelligence
Sheng Wang 0012,Data Mining
Sheng Wang 0012,Machine Learning
Sheng Wang 0012,Natural Language Processing
Shengcai Liao,Artificial Intelligence
Shengcai Liao,Computer Vision
Shengcai Liao,Machine Learning
Shengchuan Zhang,Artificial Intelligence
Shengchuan Zhang,Computer Graphics
Shengchuan Zhang,Computer Vision
Shengchuan Zhang,Machine Learning
Shengdong Zhao 0001,Human-Computer Interaction
Shengdong Zhao 0001,Robotics
Shengjie Wang 0001,Machine Learning
Shengping Zhang,Artificial Intelligence
Shengping Zhang,Computer Vision
Shengping Zhang,Machine Learning
Shengxin Liu,Artificial Intelligence
Shengxin Liu,Databases
Shengyu Zhang 0001,Artificial Intelligence
Shengyu Zhang 0001,Computer Vision
Shengyu Zhang 0001,Data Mining
Shengyu Zhang 0001,Natural Language Processing
Shengyu Zhang 0001,The Web & Information Retrieval
Shengyu Zhang 0002,Artificial Intelligence
Shengyu Zhang 0002,Machine Learning
Shenlong Wang,Computer Vision
Shenlong Wang,Human-Computer Interaction
Shenlong Wang,Machine Learning
Shenlong Wang,Robotics
Sherry Yang 0001,Machine Learning
Sherry Yang 0001,Natural Language Processing
Shi Feng 0005,Machine Learning
Shi Feng 0005,Natural Language Processing
Shibiao Xu,Artificial Intelligence
Shibiao Xu,Computer Vision
Shibiao Xu,Robotics
Shichao Pei,Artificial Intelligence
Shichao Pei,Data Mining
Shichao Pei,Natural Language Processing
Shichao Pei,The Web & Information Retrieval
Shie Mannor,Artificial Intelligence
Shie Mannor,Computer Graphics
Shie Mannor,Computer Vision
Shie Mannor,Machine Learning
Shie Mannor,Robotics
Shiguang Shan,Artificial Intelligence
Shiguang Shan,Computer Vision
Shiguang Shan,Machine Learning
Shiguang Shan,Natural Language Processing
Shiguang Shan,Robotics
Shih-Fu Chang,Artificial Intelligence
Shih-Fu Chang,Computer Vision
Shih-Fu Chang,Machine Learning
Shih-Fu Chang,Natural Language Processing
Shih-Fu Chang,Robotics
Shijian Lu,Artificial Intelligence
